1;1, -0.5
2;1, 1
3;1, -0.5
4;1, 1
5;1, -0.5
6;1, 1
7;1, -0.5
8;1, 1
9;1, -0.5
10;1, 1
11;1, -0.5
12;1, 1
13;1, -0.5
14;1, 1
15;1, -0.5
16;1, 1
17;1, -0.5
18;1, 1
19;1, -0.5
20;1, 1
lambda;4
